5	202018-09-01 	23:37:07	8.27	25.43	19.33	2.377	26	359	38:21:47,17062	-4:54:6,05786	736	
17	2018-09-01 	23:37:20	1.63	25.45	20.2	1.067	46	14	38:21:47,21256	-4:54:6,07507	738	
28	2018-09-01 	23:37:31	-3.31	25.41	20.55	0.773	66	21	38:21:47,22181	-4:54:6,08699	738	
38	2018-09-01 	23:37:41	-4.37	25.41	20.63	0.718	75	193	38:21:47,22325	-4:54:6,09491	738	
48	2018-09-01 	23:37:51	-0.89	25.35	20.68	0.685	55	195	38:21:47,26296	-4:54:6,13087	738	
58	2018-09-01 	23:38:05	6.11	25.33	20.53	0.787	35	194	38:21:47,25932	-4:54:6,12634	738	
68	2018-09-01 	23:38:15	13.41	25.35	20.33	0.946	17	195	38:21:47,2783	-4:54:6,15672	739	
78	2018-09-01 	23:38:27	5.81	25.37	20.03	1.247	33	327	38:21:47,26127	-4:54:6,17328	738	
89	2018-09-01 	23:38:38	1.37	25.37	20.37	0.912	46	338	38:21:47,19899	-4:54:6,16774	739	
98	2018-09-01 	23:38:48	-3.23	25.41	20.7	0.673	65	342	38:21:47,21443	-4:54:6,16705	739	
109	2018-09-01 	23:38:59	-4.57	25.37	20.63	0.718	78	172	38:21:47,24258	-4:54:6,14185	738	
119	2018-09-01 	23:39:09	-0.57	25.41	20.7	0.673	53	169	38:21:47,24564	-4:54:6,10031	737	
129	2018-09-01 	23:39:20	5.63	25.33	20.56	0.766	36	169	38:21:47,22833	-4:54:6,10546	738	
138	2018-09-01 	23:39:29	13.21	25.37	20.37	0.912	18	169	38:21:47,22926	-4:54:6,1061	738	
149	2018-09-01 	23:39:40	6.65	25.37	20.21	1.057	30	286	38:21:47,22887	-4:54:6,10589	738	
162	2018-09-01 	23:39:53	2.01	25.43	20.57	0.759	43	293	38:21:47,18642	-4:54:6,15654	739	
172	2018-09-01 	23:40:03	-2.99	25.45	20.82	0.603	63	290	38:21:47,16752	-4:54:6,17839	738	
182	2018-09-01 	23:40:13	-4.73	25.45	20.62	0.724	79	150	38:21:47,16778	-4:54:6,1789	738	
193	2018-09-01 	23:40:24	-1.59	25.45	20.65	0.705	56	131	38:21:47,19964	-4:54:6,16864	739	
203	2018-09-01 	23:40:34	5.85	25.43	20.3	0.973	35	131	38:21:47,20172	-4:54:6,17627	739	
213	2018-09-01 	23:40:46	12.71	25.43	20.03	1.247	19	131	38:21:47,21198	-4:54:6,13127	740	
222	2018-09-01 	23:40:55	8.45	25.41	20.4	0.887	25	254	38:21:47,21054	-4:54:6,12799	740	
233	2018-09-01 	23:41:07	3.85	25.43	20.62	0.724	38	257	38:21:47,21576	-4:54:6,11053	739	
243	2018-09-01 	23:41:17	-2.11	25.49	20.84	0.592	58	251	38:21:47,21706	-4:54:6,10178	739	
254	2018-09-01 	23:41:28	-4.89	25.49	20.61	0.731	79	130	38:21:47,21699	-4:54:6,1029	739	
263	2018-09-01 	23:41:38	-2.43	25.51	20.55	0.773	59	97	38:21:47,22001	-4:54:6,10322	738	
274	2018-09-01 	23:41:49	4.01	25.49	20.05	1.225	40	95	38:21:47,26339	-4:54:6,1236	738	
283	2018-09-01 	23:41:59	10.93	25.51	19.27	2.512	23	96	38:21:47,21584	-4:54:6,07644	736	
293	2018-09-01 	23:42:10	10.09	25.53	20.53	0.787	22	232	38:21:47,21742	-4:54:6,0646	736	
305	2018-09-01 	23:42:22	5.77	25.53	20.64	0.711	34	232	38:21:47,22556	-4:54:6,05916	736	
315	2018-09-01 	23:42:32	-0.85	25.53	20.75	0.643	54	226	38:21:47,23708	-4:54:6,03299	737	
325	2018-09-01 	23:42:42	-4.69	25.55	20.6	0.738	82	122	38:21:47,24449	-4:54:6,02734	737	
335	2018-09-01 	23:42:53	-3.19	25.57	20.53	0.787	65	72	38:21:47,21083	-4:54:6,0467	737	
345	2018-09-01 	23:43:03	2.27	25.59	20.05	1.225	45	67	38:21:47,19852	-4:54:6,06398	736	
355	2018-09-01 	23:43:14	9.49	25.63	19.26	2.535	27	69	38:21:47,19737	-4:54:6,11258	735	
365	2018-09-01 	23:43:24	11.57	25.67	20.47	0.832	18	214	38:21:47,21483	-4:54:6,17353	737	
378	2018-09-01 	23:43:37	6.79	25.73	20.48	0.824	31	212	38:21:47,16518	-4:54:6,2253	738	
388	2018-09-01 	23:43:47	0.05	25.71	20.64	0.711	51	207	38:21:47,16349	-4:54:6,22692	738	
398	2018-09-01 	23:43:57	-4.85	25.73	20.59	0.745	84	134	38:21:47,14909	-4:54:6,20766	739	
409	2018-09-01 	23:44:09	-3.87	25.73	20.48	0.824	69	46	38:21:47,17152	-4:54:6,17242	738	
418	2018-09-01 	23:44:18	1.63	25.77	19.99	1.294	47	42	38:21:47,16731	-4:54:6,13012	737	
427	2018-09-01 	23:44:28	7.55	25.77	19.58	1.888	30	43	38:21:47,17537	-4:54:6,09361	736	
437	2018-09-01 	23:44:39	5.99	25.81	19.71	1.675	33	4	38:21:47,17577	-4:54:6,09264	736	
453	2018-09-01 	23:44:57	1.43	25.87	20.21	1.057	46	11	38:21:47,20752	-4:54:6,12306	737	
462	2018-09-01 	23:45:06	-3.31	25.87	20.54	0.78	66	18	38:21:47,21346	-4:54:6,15056	737	
472	2018-09-01 	23:45:16	-4.53	25.87	20.63	0.718	77	191	38:21:47,2149	-4:54:6,14837	737	
482	2018-09-01 	23:45:27	-0.93	25.87	20.69	0.679	55	192	38:21:47,23477	-4:54:6,17908	738	
10	2018-09-01 	23:45:37	6.35	25.93	20.51	0.802	34	193	38:21:47,22581	-4:54:6,1673	739	
